,state,year,produced_renewable,total_consumed,energy_price,population,difference
689,Montana,1983,135686.0,323449.0,7.2,814.0,-187763.0
740,Montana,1984,130528.0,359490.0,7.5,821.0,-228962.0
791,Montana,1985,120930.0,370198.0,7.4,822.0,-249268.0
842,Montana,1986,133914.0,352552.0,6.6,814.0,-218638.0
893,Montana,1987,111156.0,329241.0,6.8,805.0,-218085.0
944,Montana,1988,103886.0,341806.0,6.9,800.0,-237920.0
995,Montana,1989,110933.0,351807.0,7.2,800.0,-240874.0
1046,Montana,1990,123487.0,350591.0,7.7,800.0,-227104.0
1097,Montana,1991,142368.0,355349.0,7.5,810.0,-212981.0
1148,Montana,1992,95906.0,349443.0,7.8,826.0,-253537.0
1199,Montana,1993,108980.0,367830.0,7.7,845.0,-258850.0
1250,Montana,1994,94511.0,371882.0,7.9,861.0,-277371.0
1301,Montana,1995,127550.0,391902.0,7.8,877.0,-264352.0
1352,Montana,1996,158574.0,397805.0,8.4,886.0,-239231.0
1403,Montana,1997,153337.0,367605.0,8.4,890.0,-214268.0
1454,Montana,1998,128313.0,391347.0,8.0,892.0,-263034.0
1505,Montana,1999,157031.0,395931.0,7.9,898.0,-238900.0
1556,Montana,2000,113793.0,410631.0,9.8,904.0,-296838.0
1607,Montana,2001,80568.0,357849.0,10.7,907.0,-277281.0
1658,Montana,2002,108642.0,381613.0,9.3,912.0,-272971.0
1709,Montana,2003,100370.0,379721.0,10.8,920.0,-279351.0
1760,Montana,2004,101507.0,401702.0,12.4,930.0,-300195.0
1811,Montana,2005,113989.0,422088.0,14.9,940.0,-308099.0
1862,Montana,2006,122240.0,441656.0,16.4,953.0,-319416.0
1913,Montana,2007,117750.0,469915.0,17.3,965.0,-352165.0
1964,Montana,2008,123137.0,456670.0,20.5,976.0,-333533.0
2015,Montana,2009,113799.0,427248.0,16.1,984.0,-313449.0
2066,Montana,2010,114784.0,405113.0,18.2,991.0,-290329.0
2117,Montana,2011,140363.0,404250.0,21.8,998.0,-263887.0
2168,Montana,2012,124378.0,397126.0,22.0,1004.0,-272748.0
2219,Montana,2013,114500.0,406573.0,22.1,1014.0,-292073.0
2270,Montana,2014,134146.0,405273.0,21.9,1023.0,-271127.0
2321,Montana,2015,125018.0,403641.0,17.7,1031.0,-278623.0
2372,Montana,2016,128095.0,406422.0,16.0,1042.0,-278327.0
2423,Montana,2017,136249.0,422863.0,17.2,1054.0,-286614.0
2474,Montana,2018,143018.0,436316.0,18.6,1062.0,-293298.0
2525,Montana,2019,129217.0,445912.0,18.0,1070.0,-316695.0
2576,Montana,2020,137944.0,429327.0,16.2,1086.0,-291383.0
2991,Montana,2021,134221.7,436893.4,20.6,1065.0,-302671.7
2992,Montana,2022,134660.9,438914.4,21.0,1072.2,-304253.5
2993,Montana,2023,135100.1,440935.4,21.4,1079.4,-305835.3
2994,Montana,2024,135539.3,442956.4,21.8,1086.6,-307417.1
2995,Montana,2025,135978.5,444977.4,22.1,1093.7,-308998.9
2996,Montana,2026,136417.7,446998.4,22.5,1100.9,-310580.7
2997,Montana,2027,136856.9,449019.4,22.9,1108.1,-312162.5
2998,Montana,2028,137296.1,451040.4,23.3,1115.3,-313744.3
2999,Montana,2029,137735.3,453061.3,23.7,1122.4,-315326.1
3000,Montana,2030,138174.5,455082.3,24.1,1129.6,-316907.9
3001,Montana,2031,138613.7,457103.3,24.5,1136.8,-318489.7
3002,Montana,2032,139052.9,459124.3,24.9,1144.0,-320071.4
3003,Montana,2033,139492.1,461145.3,25.3,1151.1,-321653.2
3004,Montana,2034,139931.3,463166.3,25.7,1158.3,-323235.0
3005,Montana,2035,140370.5,465187.3,26.1,1165.5,-324816.8
29,Nebraska,1970,15950.0,487481.0,1.7,1488.0,-471531.0
80,Nebraska,1971,15845.0,496173.0,1.8,1505.0,-480328.0
131,Nebraska,1972,16822.0,509525.0,1.8,1519.0,-492703.0
182,Nebraska,1973,16912.0,522129.0,2.0,1530.0,-505217.0
233,Nebraska,1974,16161.0,518540.0,2.6,1539.0,-502379.0
284,Nebraska,1975,15399.0,525658.0,2.9,1543.0,-510259.0
335,Nebraska,1976,16378.0,554831.0,3.2,1551.0,-538453.0
386,Nebraska,1977,16136.0,556876.0,3.5,1557.0,-540740.0
437,Nebraska,1978,16096.0,556658.0,3.9,1564.0,-540562.0
488,Nebraska,1979,16832.0,545126.0,4.8,1567.0,-528294.0
539,Nebraska,1980,19778.0,507068.0,6.5,1572.0,-487290.0
590,Nebraska,1981,17814.0,477613.0,7.7,1579.0,-459799.0
641,Nebraska,1982,19000.0,492029.0,7.6,1582.0,-473029.0
692,Nebraska,1983,20038.0,502801.0,8.0,1584.0,-482763.0
743,Nebraska,1984,21233.0,506451.0,7.9,1589.0,-485218.0
794,Nebraska,1985,23754.0,499912.0,8.0,1585.0,-476158.0
845,Nebraska,1986,25882.0,482525.0,7.2,1574.0,-456643.0
896,Nebraska,1987,23743.0,495732.0,7.2,1567.0,-471989.0
947,Nebraska,1988,21759.0,535116.0,7.0,1571.0,-513357.0
998,Nebraska,1989,20344.0,533925.0,7.6,1575.0,-513581.0
1049,Nebraska,1990,18296.0,533802.0,8.4,1582.0,-515506.0
1100,Nebraska,1991,17612.0,542836.0,8.2,1596.0,-525224.0
1151,Nebraska,1992,19619.0,531594.0,8.2,1612.0,-511975.0
1202,Nebraska,1993,22322.0,560302.0,8.1,1626.0,-537980.0
1253,Nebraska,1994,29349.0,585367.0,8.1,1639.0,-556018.0
1304,Nebraska,1995,46923.0,613636.0,8.0,1657.0,-566713.0
1355,Nebraska,1996,53332.0,644490.0,8.5,1674.0,-591158.0
1406,Nebraska,1997,62387.0,658015.0,8.5,1686.0,-595628.0
1457,Nebraska,1998,64577.0,674687.0,7.7,1696.0,-610110.0
1508,Nebraska,1999,67772.0,664584.0,8.0,1705.0,-596812.0
1559,Nebraska,2000,67458.0,667989.0,10.1,1714.0,-600531.0
1610,Nebraska,2001,70152.0,664390.0,10.4,1720.0,-594238.0
1661,Nebraska,2002,70412.0,675942.0,9.6,1728.0,-605530.0
1712,Nebraska,2003,73956.0,685709.0,10.8,1739.0,-611753.0
1763,Nebraska,2004,91627.0,697628.0,12.2,1749.0,-606001.0
1814,Nebraska,2005,94833.0,704826.0,14.7,1761.0,-609993.0
1865,Nebraska,2006,103072.0,721474.0,15.9,1773.0,-618402.0
1916,Nebraska,2007,129955.0,757842.0,16.7,1783.0,-627887.0
1967,Nebraska,2008,177032.0,796063.0,18.6,1796.0,-619031.0
2018,Nebraska,2009,178841.0,778869.0,14.9,1813.0,-600028.0
2069,Nebraska,2010,280420.0,867558.0,16.7,1830.0,-587138.0
2120,Nebraska,2011,297830.0,863017.0,19.3,1841.0,-565187.0
2171,Nebraska,2012,273442.0,852536.0,19.9,1854.0,-579094.0
2222,Nebraska,2013,278161.0,871930.0,19.3,1866.0,-593769.0
2273,Nebraska,2014,307740.0,878327.0,19.3,1880.0,-570587.0
2324,Nebraska,2015,317158.0,857967.0,15.5,1892.0,-540809.0
2375,Nebraska,2016,330919.0,870370.0,14.3,1906.0,-539451.0
2426,Nebraska,2017,355970.0,873303.0,15.5,1917.0,-517333.0
2477,Nebraska,2018,359674.0,909065.0,16.6,1926.0,-549391.0
2528,Nebraska,2019,371935.0,907219.0,16.0,1933.0,-535284.0
2579,Nebraska,2020,342292.0,863654.0,14.2,1961.0,-521362.0
3036,Nebraska,2021,275712.1,875982.3,18.8,1914.8,-600270.1
3037,Nebraska,2022,282359.7,884771.8,19.2,1923.6,-602412.1
3038,Nebraska,2023,289007.3,893561.4,19.5,1932.4,-604554.2
3039,Nebraska,2024,295654.9,902351.0,19.9,1941.3,-606696.2
3040,Nebraska,2025,302302.5,911140.6,20.2,1950.1,-608838.2
3041,Nebraska,2026,308950.0,919930.2,20.5,1958.9,-610980.2
3042,Nebraska,2027,315597.6,928719.8,20.9,1967.8,-613122.2
3043,Nebraska,2028,322245.2,937509.4,21.2,1976.6,-615264.2
3044,Nebraska,2029,328892.8,946299.0,21.6,1985.4,-617406.2
3045,Nebraska,2030,335540.4,955088.6,21.9,1994.3,-619548.2
3046,Nebraska,2031,342188.0,963878.2,22.2,2003.1,-621690.2
3047,Nebraska,2032,348835.6,972667.8,22.6,2011.9,-623832.2
3048,Nebraska,2033,355483.2,981457.4,22.9,2020.8,-625974.2
3049,Nebraska,2034,362130.7,990247.0,23.3,2029.6,-628116.2
3050,Nebraska,2035,368778.3,999036.6,23.6,2038.4,-630258.2
33,Nevada,1970,18322.0,190122.0,1.9,493.0,-171800.0
84,Nevada,1971,18651.0,201661.0,2.0,520.0,-183010.0
135,Nevada,1972,17274.0,217655.0,2.1,547.0,-200381.0
186,Nevada,1973,18356.0,233459.0,2.2,569.0,-215103.0
237,Nevada,1974,17762.0,233766.0,3.0,597.0,-216004.0
288,Nevada,1975,18827.0,238093.0,3.5,620.0,-219266.0
339,Nevada,1976,17457.0,250239.0,3.7,647.0,-232782.0
390,Nevada,1977,18381.0,256716.0,4.3,678.0,-238335.0
441,Nevada,1978,18980.0,282200.0,4.6,719.0,-263220.0
492,Nevada,1979,19804.0,296498.0,5.8,765.0,-276694.0
543,Nevada,1980,27403.0,291313.0,8.2,810.0,-263910.0
594,Nevada,1981,21794.0,286208.0,9.3,848.0,-264414.0
645,Nevada,1982,18709.0,290160.0,9.5,882.0,-271451.0
696,Nevada,1983,47192.0,300667.0,8.9,902.0,-253475.0
747,Nevada,1984,63057.0,300567.0,8.7,925.0,-237510.0
798,Nevada,1985,49982.0,302688.0,8.9,951.0,-252706.0
849,Nevada,1986,52098.0,303314.0,7.8,981.0,-251216.0
900,Nevada,1987,28499.0,330578.0,7.4,1023.0,-302079.0
951,Nevada,1988,23919.0,353306.0,7.7,1075.0,-329387.0
1002,Nevada,1989,30236.0,389011.0,8.2,1137.0,-358775.0
1053,Nevada,1990,29668.0,410370.0,9.0,1221.0,-380702.0
1104,Nevada,1991,38962.0,421561.0,8.8,1296.0,-382599.0
1155,Nevada,1992,36828.0,436191.0,9.0,1351.0,-399363.0
1206,Nevada,1993,40587.0,460325.0,9.0,1411.0,-419738.0
1257,Nevada,1994,39090.0,499560.0,9.6,1499.0,-460470.0
1308,Nevada,1995,40326.0,514832.0,9.2,1582.0,-474506.0
1359,Nevada,1996,43110.0,560932.0,9.8,1666.0,-517822.0
1410,Nevada,1997,48280.0,565909.0,9.9,1764.0,-517629.0
1461,Nevada,1998,53115.0,583779.0,9.2,1853.0,-530664.0
1512,Nevada,1999,48981.0,606179.0,10.1,1935.0,-557198.0
1563,Nevada,2000,44738.0,625648.0,11.8,2019.0,-580910.0
1614,Nevada,2001,43413.0,632925.0,13.0,2098.0,-589512.0
1665,Nevada,2002,39423.0,626632.0,13.1,2174.0,-587209.0
1716,Nevada,2003,33580.0,652216.0,13.9,2249.0,-618636.0
1767,Nevada,2004,34324.0,685416.0,15.7,2346.0,-651092.0
1818,Nevada,2005,34483.0,704993.0,18.0,2432.0,-670510.0
1869,Nevada,2006,38357.0,744559.0,20.1,2523.0,-706202.0
1920,Nevada,2007,37752.0,733156.0,21.3,2601.0,-695404.0
1971,Nevada,2008,37901.0,697190.0,23.7,2654.0,-659289.0
2022,Nevada,2009,46748.0,651371.0,20.0,2685.0,-604623.0
2073,Nevada,2010,48962.0,698602.0,20.9,2702.0,-649640.0
2124,Nevada,2011,50312.0,688542.0,23.4,2713.0,-638230.0
2175,Nevada,2012,56629.0,685944.0,23.7,2745.0,-629315.0
2226,Nevada,2013,66539.0,705255.0,22.8,2777.0,-638716.0
2277,Nevada,2014,67517.0,708332.0,23.2,2819.0,-640815.0
2328,Nevada,2015,75369.0,697627.0,19.4,2869.0,-622258.0
2379,Nevada,2016,88587.0,727193.0,16.6,2920.0,-638606.0
2430,Nevada,2017,98128.0,757955.0,18.0,2972.0,-659827.0
2481,Nevada,2018,105656.0,776588.0,20.0,3031.0,-670932.0
2532,Nevada,2019,113331.0,779141.0,19.7,3091.0,-665810.0
2583,Nevada,2020,115274.0,710083.0,17.9,3114.0,-594809.0
3096,Nevada,2021,75862.1,833676.2,23.2,3228.7,-757814.0
3097,Nevada,2022,77104.4,846647.9,23.6,3287.3,-769543.6
3098,Nevada,2023,78346.6,859619.7,24.0,3346.0,-781273.1
3099,Nevada,2024,79588.9,872591.5,24.5,3404.6,-793002.7
3100,Nevada,2025,80831.1,885563.3,24.9,3463.2,-804732.2
3101,Nevada,2026,82073.4,898535.1,25.3,3521.8,-816461.8
3102,Nevada,2027,83315.6,911506.9,25.8,3580.4,-828191.3
3103,Nevada,2028,84557.8,924478.7,26.2,3639.1,-839920.9
3104,Nevada,2029,85800.1,937450.5,26.6,3697.7,-851650.4
3105,Nevada,2030,87042.3,950422.3,27.0,3756.3,-863380.0
3106,Nevada,2031,88284.6,963394.1,27.5,3814.9,-875109.5
3107,Nevada,2032,89526.8,976365.9,27.9,3873.5,-886839.1
3108,Nevada,2033,90769.1,989337.7,28.3,3932.2,-898568.7
3109,Nevada,2034,92011.3,1002309.5,28.8,3990.8,-910298.2
3110,Nevada,2035,93253.5,1015281.3,29.2,4049.4,-922027.8
30,New Hampshire,1970,25321.0,186601.0,2.2,742.0,-161280.0
81,New Hampshire,1971,24733.0,201058.0,2.3,762.0,-176325.0
132,New Hampshire,1972,26131.0,212305.0,2.3,781.0,-186174.0
183,New Hampshire,1973,30671.0,216617.0,2.6,801.0,-185946.0
234,New Hampshire,1974,28694.0,206500.0,3.8,816.0,-177806.0
285,New Hampshire,1975,25853.0,201882.0,4.3,829.0,-176029.0
336,New Hampshire,1976,31050.0,226976.0,4.4,845.0,-195926.0
387,New Hampshire,1977,31271.0,230352.0,4.8,870.0,-199081.0
438,New Hampshire,1978,31004.0,233236.0,5.3,892.0,-202232.0
489,New Hampshire,1979,33548.0,210760.0,7.0,909.0,-177212.0
540,New Hampshire,1980,32382.0,208260.0,9.3,924.0,-175878.0
591,New Hampshire,1981,36067.0,200294.0,11.4,937.0,-164227.0
642,New Hampshire,1982,33759.0,201336.0,10.7,948.0,-167577.0
693,New Hampshire,1983,38209.0,204533.0,10.5,958.0,-166324.0
744,New Hampshire,1984,35004.0,224289.0,10.1,977.0,-189285.0
795,New Hampshire,1985,33807.0,233475.0,10.3,997.0,-199668.0
846,New Hampshire,1986,38742.0,252309.0,8.6,1025.0,-213567.0
897,New Hampshire,1987,34985.0,273261.0,8.7,1054.0,-238276.0
948,New Hampshire,1988,36549.0,273541.0,9.2,1083.0,-236992.0
999,New Hampshire,1989,40566.0,272775.0,9.9,1105.0,-232209.0
1050,New Hampshire,1990,46824.0,267260.0,10.8,1112.0,-220436.0
1101,New Hampshire,1991,40894.0,253893.0,10.8,1110.0,-212999.0
1152,New Hampshire,1992,42211.0,261635.0,10.8,1118.0,-219424.0
1203,New Hampshire,1993,42448.0,261384.0,11.1,1129.0,-218936.0
1254,New Hampshire,1994,40356.0,264573.0,11.5,1143.0,-224217.0
1305,New Hampshire,1995,39480.0,267526.0,11.8,1158.0,-228046.0
1356,New Hampshire,1996,47633.0,279664.0,11.9,1175.0,-232031.0
1407,New Hampshire,1997,42282.0,279217.0,12.1,1189.0,-236935.0
1458,New Hampshire,1998,40585.0,282000.0,11.5,1206.0,-241415.0
1509,New Hampshire,1999,38906.0,292260.0,11.9,1222.0,-253354.0
1560,New Hampshire,2000,38620.0,309761.0,13.7,1240.0,-271141.0
1611,New Hampshire,2001,30186.0,306523.0,13.6,1256.0,-276337.0
1662,New Hampshire,2002,28896.0,316339.0,12.8,1269.0,-287443.0
1713,New Hampshire,2003,29849.0,325619.0,14.2,1280.0,-295770.0
1764,New Hampshire,2004,34923.0,332094.0,15.6,1290.0,-297171.0
1815,New Hampshire,2005,41289.0,326092.0,18.5,1298.0,-284803.0
1866,New Hampshire,2006,33103.0,307906.0,21.8,1308.0,-274803.0
1917,New Hampshire,2007,34804.0,309086.0,23.2,1313.0,-274282.0
1968,New Hampshire,2008,39884.0,301470.0,26.7,1316.0,-261586.0
2019,New Hampshire,2009,45367.0,297987.0,22.1,1316.0,-252620.0
2070,New Hampshire,2010,45146.0,299071.0,24.2,1317.0,-253925.0
2121,New Hampshire,2011,46134.0,296997.0,27.7,1320.0,-250863.0
2172,New Hampshire,2012,44620.0,287927.0,28.4,1325.0,-243307.0
2223,New Hampshire,2013,52904.0,306192.0,27.7,1327.0,-253288.0
2274,New Hampshire,2014,55538.0,314337.0,27.8,1334.0,-258799.0
2325,New Hampshire,2015,61342.0,316649.0,22.6,1337.0,-255307.0
2376,New Hampshire,2016,56290.0,307290.0,21.0,1344.0,-251000.0
2427,New Hampshire,2017,59871.0,317785.0,22.3,1350.0,-257914.0
2478,New Hampshire,2018,56145.0,325655.0,24.5,1355.0,-269510.0
2529,New Hampshire,2019,56018.0,319667.0,23.5,1361.0,-263649.0
2580,New Hampshire,2020,45710.0,295548.0,21.5,1378.0,-249838.0
3051,New Hampshire,2021,51951.3,338389.1,26.8,1469.0,-286437.8
3052,New Hampshire,2022,52430.7,341077.0,27.3,1482.1,-288646.3
3053,New Hampshire,2023,52910.0,343764.8,27.8,1495.3,-290854.8
3054,New Hampshire,2024,53389.3,346452.7,28.3,1508.4,-293063.4
3055,New Hampshire,2025,53868.6,349140.5,28.8,1521.6,-295271.9
3056,New Hampshire,2026,54347.9,351828.4,29.3,1534.7,-297480.4
3057,New Hampshire,2027,54827.2,354516.2,29.8,1547.8,-299689.0
3058,New Hampshire,2028,55306.6,357204.1,30.3,1561.0,-301897.5
3059,New Hampshire,2029,55785.9,359891.9,30.8,1574.1,-304106.0
3060,New Hampshire,2030,56265.2,362579.8,31.3,1587.2,-306314.6
3061,New Hampshire,2031,56744.5,365267.6,31.8,1600.4,-308523.1
3062,New Hampshire,2032,57223.8,367955.5,32.3,1613.5,-310731.6
3063,New Hampshire,2033,57703.2,370643.3,32.8,1626.6,-312940.2
3064,New Hampshire,2034,58182.5,373331.2,33.3,1639.8,-315148.7
3065,New Hampshire,2035,58661.8,376019.0,33.8,1652.9,-317357.2
31,New Jersey,1970,25906.0,1977939.0,2.0,7193.0,-1952033.0
82,New Jersey,1971,26621.0,1970817.0,2.2,7281.0,-1944196.0
133,New Jersey,1972,29554.0,2079998.0,2.3,7335.0,-2050444.0
184,New Jersey,1973,30289.0,2122047.0,2.5,7333.0,-2091758.0
235,New Jersey,1974,33097.0,1981582.0,3.9,7332.0,-1948485.0
286,New Jersey,1975,30950.0,1883779.0,4.3,7338.0,-1852829.0
337,New Jersey,1976,35091.0,2070578.0,4.4,7340.0,-2035487.0
388,New Jersey,1977,38510.0,2005608.0,5.0,7337.0,-1967098.0
439,New Jersey,1978,41662.0,2020375.0,5.2,7351.0,-1978713.0
490,New Jersey,1979,43101.0,2032650.0,6.4,7367.0,-1989549.0
541,New Jersey,1980,48383.0,2042226.0,8.4,7376.0,-1993843.0
592,New Jersey,1981,54409.0,2026137.0,9.7,7407.0,-1971728.0
643,New Jersey,1982,49211.0,2064991.0,9.7,7431.0,-2015780.0
694,New Jersey,1983,60308.0,2087571.0,9.4,7468.0,-2027263.0
745,New Jersey,1984,48816.0,2184942.0,9.3,7515.0,-2136126.0
796,New Jersey,1985,49683.0,2137379.0,9.6,7566.0,-2087696.0
847,New Jersey,1986,41534.0,2200878.0,8.3,7622.0,-2159344.0
898,New Jersey,1987,38592.0,2276016.0,8.0,7671.0,-2237424.0
949,New Jersey,1988,41856.0,2293960.0,8.2,7712.0,-2252104.0
1000,New Jersey,1989,34880.0,2354788.0,8.7,7726.0,-2319908.0
1051,New Jersey,1990,26142.0,2262861.0,9.4,7763.0,-2236719.0
1102,New Jersey,1991,35992.0,2290893.0,9.3,7815.0,-2254901.0
1153,New Jersey,1992,38622.0,2372209.0,8.9,7881.0,-2333587.0
1204,New Jersey,1993,37008.0,2381588.0,9.0,7949.0,-2344580.0
1255,New Jersey,1994,41461.0,2491677.0,9.1,8014.0,-2450216.0
1306,New Jersey,1995,43249.0,2487297.0,9.2,8083.0,-2444048.0
1357,New Jersey,1996,41262.0,2488073.0,9.9,8150.0,-2446811.0
1408,New Jersey,1997,39323.0,2502229.0,9.8,8219.0,-2462906.0
1459,New Jersey,1998,38858.0,2459987.0,8.9,8287.0,-2421129.0
1510,New Jersey,1999,39901.0,2574689.0,9.2,8360.0,-2534788.0
1561,New Jersey,2000,40329.0,2483356.0,11.1,8431.0,-2443027.0
1612,New Jersey,2001,29068.0,2458369.0,11.1,8493.0,-2429301.0
1663,New Jersey,2002,28710.0,2491252.0,10.6,8553.0,-2462542.0
1714,New Jersey,2003,26729.0,2520193.0,12.2,8601.0,-2493464.0
1765,New Jersey,2004,27257.0,2564646.0,14.3,8635.0,-2537389.0
1816,New Jersey,2005,19977.0,2659585.0,16.3,8652.0,-2639608.0
1867,New Jersey,2006,22142.0,2541964.0,19.0,8662.0,-2519822.0
1918,New Jersey,2007,20828.0,2666672.0,19.7,8678.0,-2645844.0
1969,New Jersey,2008,23515.0,2594326.0,23.6,8711.0,-2570811.0
2020,New Jersey,2009,33982.0,2372899.0,19.1,8756.0,-2338917.0
2071,New Jersey,2010,37510.0,2289793.0,21.7,8799.0,-2252283.0
2122,New Jersey,2011,39261.0,2278876.0,24.3,8829.0,-2239615.0
2173,New Jersey,2012,44311.0,2175477.0,24.4,8846.0,-2131166.0
2224,New Jersey,2013,49635.0,2219226.0,23.8,8858.0,-2169591.0
2275,New Jersey,2014,54088.0,2232255.0,23.1,8867.0,-2178167.0
2326,New Jersey,2015,45205.0,2183497.0,19.0,8870.0,-2138292.0
2377,New Jersey,2016,46546.0,2140838.0,17.6,8874.0,-2094292.0
2428,New Jersey,2017,45602.0,2089145.0,19.2,8888.0,-2043543.0
2479,New Jersey,2018,48517.0,2194123.0,20.1,8892.0,-2145606.0
2530,New Jersey,2019,49363.0,2098952.0,19.9,8891.0,-2049589.0
2581,New Jersey,2020,51878.0,1893854.0,18.7,9280.0,-1841976.0
3066,New Jersey,2021,39895.3,2454173.9,22.8,9190.6,-2414278.7
3067,New Jersey,2022,39984.3,2461323.3,23.2,9232.3,-2421339.0
3068,New Jersey,2023,40073.3,2468472.7,23.6,9273.9,-2428399.4
3069,New Jersey,2024,40162.3,2475622.0,24.0,9315.6,-2435459.8
3070,New Jersey,2025,40251.3,2482771.4,24.4,9357.2,-2442520.1
3071,New Jersey,2026,40340.3,2489920.8,24.8,9398.9,-2449580.5
3072,New Jersey,2027,40429.3,2497070.1,25.2,9440.6,-2456640.9
3073,New Jersey,2028,40518.3,2504219.5,25.6,9482.2,-2463701.2
3074,New Jersey,2029,40607.3,2511368.9,26.1,9523.9,-2470761.6
3075,New Jersey,2030,40696.3,2518518.3,26.5,9565.6,-2477822.0
3076,New Jersey,2031,40785.3,2525667.6,26.9,9607.2,-2484882.3
3077,New Jersey,2032,40874.3,2532817.0,27.3,9648.9,-2491942.7
3078,New Jersey,2033,40963.3,2539966.4,27.7,9690.5,-2499003.1
3079,New Jersey,2034,41052.3,2547115.7,28.1,9732.2,-2506063.4
3080,New Jersey,2035,41141.3,2554265.1,28.5,9773.9,-2513123.8
32,New Mexico,1970,5548.0,458694.0,1.5,1023.0,-453146.0
83,New Mexico,1971,4965.0,469511.0,1.5,1054.0,-464546.0
134,New Mexico,1972,4746.0,501736.0,1.6,1079.0,-496990.0
185,New Mexico,1973,4896.0,477784.0,1.9,1106.0,-472888.0
236,New Mexico,1974,4919.0,476488.0,2.5,1131.0,-471569.0
287,New Mexico,1975,6002.0,459396.0,2.9,1160.0,-453394.0
338,New Mexico,1976,6781.0,508860.0,3.0,1189.0,-502079.0
389,New Mexico,1977,7328.0,473306.0,3.8,1216.0,-465978.0
440,New Mexico,1978,7989.0,475173.0,4.2,1238.0,-467184.0
491,New Mexico,1979,9922.0,480612.0,5.5,1285.0,-470690.0
542,New Mexico,1980,6223.0,480615.0,7.1,1309.0,-474392.0
593,New Mexico,1981,7850.0,472741.0,8.5,1333.0,-464891.0
644,New Mexico,1982,8425.0,465226.0,9.0,1364.0,-456801.0
695,New Mexico,1983,9739.0,472744.0,8.3,1394.0,-463005.0
746,New Mexico,1984,10332.0,474648.0,8.6,1417.0,-464316.0
797,New Mexico,1985,10998.0,466444.0,9.3,1438.0,-455446.0
848,New Mexico,1986,11713.0,454881.0,8.2,1463.0,-443168.0
899,New Mexico,1987,8882.0,485504.0,8.2,1479.0,-476622.0
950,New Mexico,1988,8485.0,510363.0,8.0,1490.0,-501878.0
1001,New Mexico,1989,9275.0,535009.0,8.6,1504.0,-525734.0
1052,New Mexico,1990,8336.0,597445.0,9.4,1522.0,-589109.0
1103,New Mexico,1991,9139.0,590778.0,8.9,1555.0,-581639.0
1154,New Mexico,1992,9255.0,587579.0,8.8,1595.0,-578324.0
1205,New Mexico,1993,9667.0,602796.0,9.2,1636.0,-593129.0
1256,New Mexico,1994,8601.0,590989.0,9.4,1682.0,-582388.0
1307,New Mexico,1995,9073.0,582688.0,9.1,1720.0,-573615.0
1358,New Mexico,1996,7587.0,605377.0,9.7,1752.0,-597790.0
1409,New Mexico,1997,9025.0,644524.0,9.8,1775.0,-635499.0
1460,New Mexico,1998,8466.0,636391.0,9.1,1793.0,-627925.0
1511,New Mexico,1999,8965.0,640158.0,9.2,1808.0,-631193.0
1562,New Mexico,2000,9203.0,662696.0,11.0,1821.0,-653493.0
1613,New Mexico,2001,8027.0,661741.0,11.4,1832.0,-653714.0
1664,New Mexico,2002,8690.0,659860.0,10.6,1855.0,-651170.0
1715,New Mexico,2003,9554.0,661104.0,11.9,1878.0,-651550.0
1766,New Mexico,2004,12326.0,685076.0,13.6,1904.0,-672750.0
1817,New Mexico,2005,24068.0,685556.0,16.5,1932.0,-661488.0
1868,New Mexico,2006,29385.0,692403.0,18.4,1962.0,-663018.0
1919,New Mexico,2007,32764.0,715812.0,19.2,1990.0,-683048.0
1970,New Mexico,2008,35368.0,677716.0,22.6,2011.0,-642348.0
2021,New Mexico,2009,31001.0,644532.0,17.9,2037.0,-613531.0
2072,New Mexico,2010,33684.0,653704.0,20.1,2065.0,-620020.0
2123,New Mexico,2011,36034.0,671603.0,23.8,2081.0,-635569.0
2174,New Mexico,2012,37539.0,669151.0,24.2,2088.0,-631612.0
2225,New Mexico,2013,39670.0,672726.0,23.6,2093.0,-633056.0
2276,New Mexico,2014,41710.0,681854.0,23.7,2090.0,-640144.0
2327,New Mexico,2015,38811.0,681082.0,18.6,2090.0,-642271.0
2378,New Mexico,2016,54822.0,673638.0,16.8,2093.0,-618816.0
2429,New Mexico,2017,67408.0,684366.0,18.8,2093.0,-616958.0
2480,New Mexico,2018,85241.0,703100.0,19.9,2094.0,-617859.0
2531,New Mexico,2019,94063.0,738484.0,18.5,2100.0,-644421.0
2582,New Mexico,2020,96447.0,699738.0,16.9,2118.0,-603291.0
3081,New Mexico,2021,50943.5,739367.5,22.5,2277.9,-688423.9
3082,New Mexico,2022,52094.5,745135.8,23.0,2301.6,-693041.4
3083,New Mexico,2023,53245.4,750904.2,23.4,2325.3,-697658.8
3084,New Mexico,2024,54396.4,756672.6,23.8,2348.9,-702276.2
3085,New Mexico,2025,55547.3,762441.0,24.2,2372.6,-706893.7
3086,New Mexico,2026,56698.2,768209.4,24.7,2396.3,-711511.1
3087,New Mexico,2027,57849.2,773977.7,25.1,2420.0,-716128.6
3088,New Mexico,2028,59000.1,779746.1,25.5,2443.7,-720746.0
3089,New Mexico,2029,60151.1,785514.5,25.9,2467.4,-725363.4
3090,New Mexico,2030,61302.0,791282.9,26.3,2491.0,-729980.9
3091,New Mexico,2031,62452.9,797051.2,26.8,2514.7,-734598.3
3092,New Mexico,2032,63603.9,802819.6,27.2,2538.4,-739215.8
3093,New Mexico,2033,64754.8,808588.0,27.6,2562.1,-743833.2
