State,Year,production,consumption,price,population
Alaska,1970,8835.0,182039,1.39,304
Alabama,1970,132471.0,1393497,1.37,3451
Arkansas,1970,56933.0,708904,1.51,1932
Arizona,1970,68919.0,520401,1.97,1792
California,1970,521978.0,5499139,1.74,20007
Colorado,1970,21329.0,677623,1.52,2223
Connecticut,1970,19293.0,693930,2.14,3041
District of Columbia,1970,113.0,205891,1.72,756
Delaware,1970,7021.0,219722,1.71,551
Florida,1970,51035.0,1577450,2.33,6848
Georgia,1970,98222.0,1280820,1.85,4607
Hawaii,1970,1559.0,196947,1.72,774
Iowa,1970,16080.0,850609,1.8,2832
Idaho,1970,85735.0,296399,1.76,718
Illinois,1970,41064.0,3696737,1.7,11128
Indiana,1970,28494.0,2219775,1.45,5202
Kansas,1970,3730.0,874267,1.56,2249
Kentucky,1970,57023.0,1104720,1.68,3231
Louisiana,1970,41620.0,2836864,0.95,3652
Massachusetts,1970,65043.0,1464384,1.89,5706
Maryland,1970,51782.0,1067972,1.79,3938
Maine,1970,59420.0,302380,1.93,997
Michigan,1970,54309.0,2702538,1.71,8890
Minnesota,1970,32822.0,1107892,1.87,3815
Missouri,1970,33344.0,1309269,1.85,4688
Mississippi,1970,33527.0,746912,1.71,2220
Montana,1970,98397.0,322784,1.56,698
North Carolina,1970,111796.0,1342676,2.01,5098
North Dakota,1970,29922.0,191117,1.98,620
Nebraska,1970,15950.0,487481,1.72,1488
New Hampshire,1970,25321.0,186601,2.18,742
New Jersey,1970,25906.0,1977939,1.99,7193
New Mexico,1970,5548.0,458694,1.46,1023
Nevada,1970,18322.0,190122,1.95,493
New York,1970,325491.0,4303439,1.81,18268
Ohio,1970,44149.0,3932645,1.5,10664
Oklahoma,1970,21730.0,939226,1.85,2567
Oregon,1970,371350.0,752924,1.85,2101
Pennsylvania,1970,67525.0,4106916,1.47,11813
Rhode Island,1970,5268.0,222536,1.92,951
South Carolina,1970,65064.0,745729,1.82,2597
South Dakota,1970,70185.0,168792,2.12,668
Tennessee,1970,138417.0,1365610,1.73,3937
Texas,1970,62757.0,6921781,1.28,11236
Utah,1970,10079.0,397019,1.31,1066
Virginia,1970,62711.0,1279028,1.8,4659
Vermont,1970,14717.0,113222,2.37,446
Washington,1970,796121.0,1294145,1.58,3413
Wisconsin,1970,58313.0,1289050,1.76,4429
West Virginia,1970,21152.0,795739,1.15,1751
Wyoming,1970,12129.0,255480,1.32,334
Alaska,1971,9094.0,200962,1.46,316
Alabama,1971,158182.0,1384940,1.51,3497
Arkansas,1971,53579.0,700736,1.65,1972
Arizona,1971,74136.0,554212,2.06,1896
California,1971,533790.0,5747656,1.81,20346
Colorado,1971,25526.0,691909,1.67,2304
Connecticut,1971,20206.0,682588,2.38,3061
District of Columbia,1971,116.0,199397,1.97,750
Delaware,1971,7673.0,222353,1.88,565
Florida,1971,49968.0,1674133,2.41,7158
Georgia,1971,109007.0,1348865,1.98,4712
Hawaii,1971,1283.0,211673,1.8,802
Iowa,1971,16122.0,862483,1.91,2852
Idaho,1971,89445.0,311605,1.79,739
Illinois,1971,40628.0,3722756,1.79,11202
Indiana,1971,27156.0,2236217,1.52,5253
Kansas,1971,3941.0,908254,1.57,2247
Kentucky,1971,61912.0,1117666,1.78,3298
Louisiana,1971,41912.0,2897554,1,3710
Massachusetts,1971,61247.0,1493798,2.09,5738
Maryland,1971,49264.0,1104522,1.94,4018
Maine,1971,55423.0,353571,1.79,1015
Michigan,1971,53960.0,2798196,1.78,8974
Minnesota,1971,33768.0,1148516,1.92,3853
Missouri,1971,30407.0,1326842,1.97,4726
Mississippi,1971,32841.0,786107,1.8,2265
Montana,1971,107251.0,333934,1.59,711
North Carolina,1971,128148.0,1403918,2.15,5204
North Dakota,1971,34285.0,195302,2.08,627
Nebraska,1971,15845.0,496173,1.8,1505
New Hampshire,1971,24733.0,201058,2.26,762
New Jersey,1971,26621.0,1970817,2.21,7281
New Mexico,1971,4965.0,469511,1.53,1054
Nevada,1971,18651.0,201661,1.96,520
New York,1971,326609.0,4251263,2.03,18358
Ohio,1971,43520.0,3871518,1.65,10735
Oklahoma,1971,21321.0,965680,1.89,2619
Oregon,1971,419311.0,796879,1.92,2151
Pennsylvania,1971,60573.0,4044955,1.66,11886
Rhode Island,1971,4851.0,235513,2.01,963
South Carolina,1971,78568.0,779638,1.96,2662
South Dakota,1971,82558.0,170183,2.16,671
Tennessee,1971,153090.0,1371116,1.9,4014
Texas,1971,60471.0,7233774,1.33,11510
Utah,1971,12615.0,415199,1.39,1101
Virginia,1971,66364.0,1322363,1.88,4751
Vermont,1971,14594.0,116968,2.52,454
Washington,1971,817275.0,1320979,1.64,3448
Wisconsin,1971,61793.0,1293197,1.86,4462
West Virginia,1971,22281.0,779534,1.31,1771
Wyoming,1971,15331.0,268453,1.5,340
Alaska,1972,8673.0,214377,1.55,324
Alabama,1972,164946.0,1478039,1.61,3539
Arkansas,1972,53917.0,744634,1.69,2019
Arizona,1972,75189.0,616452,2.14,2008
California,1972,472312.0,5872011,1.91,20585
Colorado,1972,22935.0,756325,1.67,2405
Connecticut,1972,22712.0,717611,2.5,3069
District of Columbia,1972,118.0,188830,2.15,742
Delaware,1972,8190.0,232526,2.03,573
Florida,1972,54389.0,1804005,2.57,7511
Georgia,1972,114745.0,1435584,2.04,4809
Hawaii,1972,1491.0,218057,1.89,828
Iowa,1972,17235.0,904471,2,2860
Idaho,1972,92776.0,334033,1.82,763
Illinois,1972,41490.0,3929667,1.86,11252
Indiana,1972,30826.0,2435885,1.54,5302
Kansas,1972,5702.0,961171,1.59,2256
Kentucky,1972,66566.0,1203074,1.84,3336
Louisiana,1972,44819.0,3083286,1.06,3762
Massachusetts,1972,59302.0,1546466,2.17,5760
Maryland,1972,56117.0,1122760,2.07,4073
Maine,1972,59882.0,380418,1.78,1034
Michigan,1972,56203.0,2970324,1.83,9029
Minnesota,1972,35695.0,1209799,1.97,3870
Missouri,1972,29355.0,1383498,2.02,4759
Mississippi,1972,32432.0,830744,1.91,2307
Montana,1972,104348.0,342383,1.62,719
North Carolina,1972,135756.0,1480269,2.23,5301
North Dakota,1972,32507.0,203742,2.02,631
Nebraska,1972,16822.0,509525,1.84,1519
New Hampshire,1972,26131.0,212305,2.29,781
New Jersey,1972,29554.0,2079998,2.27,7335
New Mexico,1972,4746.0,501736,1.59,1079
Nevada,1972,17274.0,217655,2.06,547
New York,1972,347985.0,4269847,2.18,18339
Ohio,1972,44940.0,4125705,1.71,10747
Oklahoma,1972,26724.0,1019204,1.95,2659
Oregon,1972,435930.0,837435,1.92,2197
Pennsylvania,1972,70114.0,4187795,1.76,11908
Rhode Island,1972,4934.0,236763,2.16,975
South Carolina,1972,77077.0,834960,2.08,2719
South Dakota,1972,78339.0,179190,2.09,677
Tennessee,1972,173103.0,1473992,1.91,4095
Texas,1972,67560.0,7623194,1.4,11759
Utah,1972,15234.0,428177,1.47,1135
Virginia,1972,70488.0,1375395,1.99,4824
Vermont,1972,15955.0,123917,2.64,463
Washington,1972,854559.0,1462402,1.64,3448
Wisconsin,1972,65646.0,1287690,2,4502
West Virginia,1972,24771.0,828980,1.38,1798
Wyoming,1972,13492.0,286868,1.33,347
Alaska,1973,7844.0,196965,1.68,331
Alabama,1973,181706.0,1527209,1.84,3580
Arkansas,1973,81723.0,820083,1.81,2059
Arizona,1973,79348.0,670117,2.34,2124
California,1973,553162.0,6047069,2.13,20869
Colorado,1973,23623.0,801930,1.85,2496
Connecticut,1973,21870.0,743064,2.76,3068
District of Columbia,1973,114.0,193442,2.38,731
Delaware,1973,8483.0,246392,2.2,578
Florida,1973,56250.0,1995319,2.8,7914
Georgia,1973,125605.0,1555110,2.2,4910
Hawaii,1973,1528.0,224312,2.16,852
Iowa,1973,16691.0,962796,2.16,2864
Idaho,1973,97216.0,337008,2.04,782
Illinois,1973,43861.0,4019481,2.09,11251
Indiana,1973,32102.0,2474472,1.75,5338
Kansas,1973,6031.0,966322,1.86,2266
Kentucky,1973,67629.0,1236974,2.06,3371
Louisiana,1973,45748.0,3317510,1.17,3788
Massachusetts,1973,56501.0,1581551,2.41,5781
Maryland,1973,55059.0,1214593,2.18,4098
Maine,1973,64648.0,378940,1.97,1046
Michigan,1973,47225.0,3060405,2.07,9078
Minnesota,1973,36452.0,1257708,2.12,3889
Missouri,1973,43807.0,1418725,2.23,4783
Mississippi,1973,32195.0,847974,2.08,2350
Montana,1973,84637.0,347660,1.83,727
North Carolina,1973,142789.0,1551096,2.45,5390
North Dakota,1973,25135.0,202197,2.4,633
Nebraska,1973,16912.0,522129,2.02,1530
New Hampshire,1973,30671.0,216617,2.57,801
New Jersey,1973,30289.0,2122047,2.5,7333
New Mexico,1973,4896.0,477784,1.89,1106
Nevada,1973,18356.0,233459,2.25,569
New York,1973,364685.0,4419080,2.41,18177
Ohio,1973,46607.0,4218370,1.84,10767
Oklahoma,1973,50756.0,1024152,2.15,2696
Oregon,1973,351043.0,854962,2.07,2242
Pennsylvania,1973,70871.0,4294356,1.9,11891
Rhode Island,1973,5108.0,231946,2.44,976
South Carolina,1973,83883.0,886118,2.28,2777
South Dakota,1973,51534.0,176823,2.48,679
Tennessee,1973,177886.0,1614086,2.05,4147
Texas,1973,78102.0,8241366,1.48,12020
Utah,1973,14683.0,457776,1.6,1170
Virginia,1973,69214.0,1435070,2.21,4901
Vermont,1973,17149.0,126434,2.86,468
Washington,1973,783243.0,1498556,1.79,3479
Wisconsin,1973,67818.0,1354483,2.26,4524
West Virginia,1973,24229.0,845774,1.5,1806
Wyoming,1973,14024.0,283507,1.59,354
Alaska,1974,8329.0,201488,2.46,341
Alabama,1974,166734.0,1547657,2.5,3626
Arkansas,1974,81339.0,798333,2.49,2101
Arizona,1974,82058.0,676309,3.12,2223
California,1974,645073.0,5816324,3.03,21174
Colorado,1974,24207.0,787106,2.49,2541
Connecticut,1974,22509.0,714126,4.12,3074
District of Columbia,1974,129.0,171284,3.71,718
Delaware,1974,8466.0,228887,3.41,581
Florida,1974,52429.0,1929045,3.97,8299
Georgia,1974,121581.0,1495568,3.11,4999
Hawaii,1974,1550.0,212103,3.14,868
Iowa,1974,16976.0,949663,2.71,2868
Idaho,1974,111472.0,347813,2.65,808
Illinois,1974,43952.0,3956458,2.77,11262
Indiana,1974,32017.0,2432022,2.43,5362
Kansas,1974,5915.0,959652,2.46,2269
Kentucky,1974,66669.0,1228332,2.75,3416
Louisiana,1974,44928.0,3408243,1.78,3820
Massachusetts,1974,56959.0,1475055,3.69,5774
Maryland,1974,52381.0,1123057,3.39,4119
Maine,1974,64263.0,354413,3.2,1059
Michigan,1974,50587.0,2916310,2.9,9118
Minnesota,1974,35899.0,1237566,2.83,3904
Missouri,1974,44031.0,1399043,2.91,4796
Mississippi,1974,31279.0,817314,2.85,2378
Montana,1974,106573.0,351944,2.47,736
North Carolina,1974,139607.0,1501847,3.49,5471
North Dakota,1974,28922.0,204358,3.12,635
Nebraska,1974,16161.0,518540,2.57,1539
New Hampshire,1974,28694.0,206500,3.84,816
New Jersey,1974,33097.0,1981582,3.87,7332
New Mexico,1974,4919.0,476488,2.53,1131
Nevada,1974,17762.0,233766,3.05,597
New York,1974,362988.0,4128073,3.61,18050
Ohio,1974,48408.0,4198106,2.59,10766
Oklahoma,1974,48830.0,1064042,2.71,2735
Oregon,1974,432867.0,837588,2.81,2285
Pennsylvania,1974,72077.0,4124018,2.84,11871
Rhode Island,1974,5023.0,215591,3.76,951
South Carolina,1974,79895.0,858642,3.26,2845
South Dakota,1974,60394.0,172589,3.32,680
Tennessee,1974,180418.0,1578503,2.77,4214
Texas,1974,76691.0,8093721,2.29,12269
Utah,1974,12440.0,473666,2.23,1200
Virginia,1974,66085.0,1382349,3.33,4971
Vermont,1974,16134.0,116837,4.08,473
Washington,1974,926539.0,1494231,2.39,3550
Wisconsin,1974,65621.0,1341660,2.92,4546
West Virginia,1974,23779.0,841728,2.17,1815
Wyoming,1974,16196.0,278885,2.18,366
Alaska,1975,8608.0,232172,2.69,376
Alabama,1975,184701.0,1515130,2.83,3679
Arkansas,1975,71589.0,785659,2.96,2160
Arizona,1975,80897.0,660004,3.87,2285
California,1975,578578.0,6032845,3.47,21538
Colorado,1975,24728.0,784438,2.92,2586
Connecticut,1975,22237.0,689513,4.51,3083
District of Columbia,1975,131.0,163161,4.33,707
Delaware,1975,7901.0,218797,3.95,587
Florida,1975,50007.0,1939837,4.57,8518
Georgia,1975,123427.0,1489772,3.64,5064
Hawaii,1975,1498.0,214378,3.95,886
Iowa,1975,17029.0,942050,3.13,2881
Idaho,1975,118011.0,358858,3,832
Illinois,1975,42898.0,3860591,3.17,11292
Indiana,1975,31342.0,2377767,2.83,5366
Kansas,1975,5811.0,924911,2.89,2281
Kentucky,1975,66857.0,1278425,3.28,3468
Louisiana,1975,42358.0,3107626,2.08,3886
Massachusetts,1975,53325.0,1420313,4.12,5758
Maryland,1975,55834.0,1069386,4,4139
Maine,1975,60423.0,324651,3.7,1072
Michigan,1975,47458.0,2865742,3.34,9118
Minnesota,1975,36949.0,1246041,3.18,3933
Missouri,1975,40414.0,1412553,3.32,4808
Mississippi,1975,31152.0,771990,3.18,2399
Montana,1975,112007.0,345409,2.78,748
North Carolina,1975,139828.0,1458782,4.08,5547
North Dakota,1975,35262.0,206515,3.49,639
Nebraska,1975,15399.0,525658,2.9,1543
New Hampshire,1975,25853.0,201882,4.32,829
New Jersey,1975,30950.0,1883779,4.35,7338
New Mexico,1975,6002.0,459396,2.88,1160
Nevada,1975,18827.0,238093,3.52,620
New York,1975,354900.0,3925249,4.11,18003
Ohio,1975,46299.0,3979902,3.06,10770
Oklahoma,1975,42644.0,1070091,3.08,2775
Oregon,1975,417387.0,867638,3.16,2330
Pennsylvania,1975,73865.0,3913887,3.25,11906
Rhode Island,1975,4050.0,206221,4.14,943
South Carolina,1975,87805.0,840874,3.74,2902
South Dakota,1975,83960.0,181948,3.63,681
Tennessee,1975,177299.0,1614225,3.53,4276
Texas,1975,75872.0,7511439,2.83,12569
Utah,1975,14074.0,480756,2.59,1236
Virginia,1975,66861.0,1358994,3.95,5047
Vermont,1975,16361.0,114356,4.33,480
Washington,1975,935362.0,1458166,2.79,3621
Wisconsin,1975,66067.0,1341892,3.28,4579
West Virginia,1975,22798.0,790364,2.8,1842
Wyoming,1975,13226.0,277367,2.55,382
Alaska,1976,9201.0,254649,2.93,401
Alabama,1976,160994.0,1551806,3.21,3735
Arkansas,1976,62300.0,840830,3.29,2170
Arizona,1976,84428.0,691884,4.12,2346
California,1976,422852.0,6186312,3.8,21936
Colorado,1976,23636.0,818799,3.13,2632
Connecticut,1976,23862.0,742109,4.55,3083
District of Columbia,1976,146.0,164436,4.53,692
Delaware,1976,9607.0,229178,4.05,590
Florida,1976,56507.0,2062020,4.7,8667
Georgia,1976,135157.0,1552529,3.9,5133
Hawaii,1976,1663.0,220042,4.27,904
Iowa,1976,15187.0,979112,3.43,2903
Idaho,1976,121380.0,362198,3.36,857
Illinois,1976,47471.0,4019369,3.42,11343
Indiana,1976,36021.0,2410240,3.04,5389
Kansas,1976,6526.0,972467,3.18,2301
Kentucky,1976,68110.0,1400423,3.38,3529
Louisiana,1976,45170.0,3535790,2.36,3951
Massachusetts,1976,60502.0,1499176,4.32,5744
Maryland,1976,56373.0,1148110,4.13,4151
Maine,1976,70099.0,380599,3.6,1088
Michigan,1976,52481.0,2983999,3.65,9129
Minnesota,1976,35632.0,1293627,3.45,3965
Missouri,1976,39537.0,1471585,3.61,4839
Mississippi,1976,34819.0,778923,3.7,2430
Montana,1976,135822.0,365130,2.89,757
North Carolina,1976,136973.0,1558503,4.37,5608
North Dakota,1976,34411.0,210442,3.86,646
Nebraska,1976,16378.0,554831,3.2,1551
New Hampshire,1976,31050.0,226976,4.4,845
New Jersey,1976,35091.0,2070578,4.41,7340
New Mexico,1976,6781.0,508860,2.95,1189
Nevada,1976,17457.0,250239,3.72,647
New York,1976,368500.0,4224994,4.2,17941
Ohio,1976,52843.0,4208900,3.2,10753
Oklahoma,1976,29303.0,1162766,3.28,2827
Oregon,1976,434370.0,885915,3.44,2378
Pennsylvania,1976,81184.0,4164173,3.39,11897
Rhode Island,1976,4704.0,215504,4.28,946
South Carolina,1976,83353.0,964613,3.82,2944
South Dakota,1976,74830.0,195374,3.73,686
Tennessee,1976,160069.0,1720063,3.8,4347
Texas,1976,75965.0,7835920,3.17,12904
Utah,1976,14974.0,510233,2.71,1275
Virginia,1976,76045.0,1443835,4.16,5122
Vermont,1976,19325.0,131790,4.48,485
Washington,1976,1051188.0,1506955,3.03,3694
Wisconsin,1976,69570.0,1372938,3.64,4596
West Virginia,1976,24758.0,826694,2.96,1880
Wyoming,1976,12547.0,300313,2.69,397
Alaska,1977,11449.0,293489,3.07,403
Alabama,1977,174751.0,1623443,3.76,3780
Arkansas,1977,69746.0,886292,3.81,2209
Arizona,1977,75681.0,738889,4.59,2425
California,1977,338073.0,6361466,4.27,22352
Colorado,1977,23658.0,835096,3.51,2696
Connecticut,1977,24105.0,748110,4.93,3086
District of Columbia,1977,158.0,163353,5.12,677
Delaware,1977,10161.0,227666,4.64,592
Florida,1977,59953.0,2217477,4.94,8856
Georgia,1977,136122.0,1628701,4.32,5220
Hawaii,1977,1355.0,233334,4.6,918
Iowa,1977,17088.0,979937,3.92,2914
Idaho,1977,85968.0,366421,3.72,883
Illinois,1977,51314.0,4099481,3.81,11386
Indiana,1977,38768.0,2485596,3.47,5426
Kansas,1977,6852.0,981082,3.55,2321
Kentucky,1977,64140.0,1414018,3.85,3574
Louisiana,1977,46692.0,3936486,2.61,4014
Massachusetts,1977,63357.0,1486580,4.74,5738
Maryland,1977,59569.0,1129827,4.67,4170
Maine,1977,72689.0,396866,4,1104
Michigan,1977,54719.0,2873174,4.17,9171
Minnesota,1977,36725.0,1257346,3.88,3989
Missouri,1977,37981.0,1505717,4.04,4863
Mississippi,1977,36230.0,819170,4.22,2459
Montana,1977,97331.0,361105,3.22,770
North Carolina,1977,146565.0,1633866,4.77,5686
North Dakota,1977,21338.0,210359,4.22,650
Nebraska,1977,16136.0,556876,3.54,1557
New Hampshire,1977,31271.0,230352,4.82,870
New Jersey,1977,38510.0,2005608,4.95,7337
New Mexico,1977,7328.0,473306,3.75,1216
Nevada,1977,18381.0,256716,4.28,678
New York,1977,342161.0,4195220,4.66,17813
Ohio,1977,58582.0,4198403,3.72,10771
Oklahoma,1977,32743.0,1224894,3.71,2870
Oregon,1977,327769.0,885093,3.84,2447
Pennsylvania,1977,84322.0,4127190,3.84,11894
Rhode Island,1977,5295.0,223147,4.68,950
South Carolina,1977,80884.0,1000303,4.27,2992
South Dakota,1977,57133.0,196832,4.09,688
Tennessee,1977,176225.0,1779374,4.14,4423
Texas,1977,82566.0,8475779,3.51,13193
Utah,1977,11709.0,486089,3.15,1320
Virginia,1977,73803.0,1486224,4.72,5193
Vermont,1977,19373.0,129325,4.75,492
Washington,1977,773465.0,1524554,3.32,3776
Wisconsin,1977,74518.0,1437713,3.97,4627
West Virginia,1977,24320.0,819746,3.39,1908
Wyoming,1977,9937.0,325289,2.93,413
Alaska,1978,10809.0,324010,3.08,405
Alabama,1978,148341.0,1638359,3.99,3832
Arkansas,1978,77088.0,887040,4,2243
Arizona,1978,79870.0,747985,5.08,2515
California,1978,576601.0,6472696,4.58,22836
Colorado,1978,29391.0,850246,3.84,2767
Connecticut,1978,26391.0,768737,5.09,3092
District of Columbia,1978,193.0,160278,5.76,665
Delaware,1978,10667.0,226261,5,595
Florida,1978,65357.0,2327321,5.37,9102
Georgia,1978,138170.0,1683045,4.6,5296
Hawaii,1978,1143.0,236970,5.06,932
Iowa,1978,19287.0,962094,4.34,2918
Idaho,1978,119334.0,369908,3.95,911
Illinois,1978,62925.0,4199421,4.18,11413
Indiana,1978,45814.0,2535537,3.77,5470
Kansas,1978,7540.0,1037084,3.7,2336
Kentucky,1978,70514.0,1400112,4.17,3610
Louisiana,1978,47825.0,4095231,2.67,4069
Massachusetts,1978,67677.0,1471615,4.9,5736
Maryland,1978,59254.0,1154687,4.99,4184
Maine,1978,74889.0,384636,4.26,1114
Michigan,1978,66270.0,2942354,4.4,9218
Minnesota,1978,50237.0,1350594,4.02,4015
Missouri,1978,49657.0,1556126,4.3,4889
Mississippi,1978,37576.0,849268,4.42,2488
Montana,1978,132188.0,383374,3.54,782
North Carolina,1978,159172.0,1665364,5.09,5759
North Dakota,1978,31963.0,230012,4.36,651
Nebraska,1978,16096.0,556658,3.85,1564
New Hampshire,1978,31004.0,233236,5.32,892
New Jersey,1978,41662.0,2020375,5.18,7351
New Mexico,1978,7989.0,475173,4.18,1238
Nevada,1978,18980.0,282200,4.61,719
New York,1978,354864.0,4195842,4.89,17681
Ohio,1978,69632.0,4275771,3.96,10796
Oklahoma,1978,37416.0,1266603,4.02,2917
Oregon,1978,408647.0,951139,4.16,2518
Pennsylvania,1978,90536.0,4128436,4.06,11879
Rhode Island,1978,6577.0,212617,5.02,952
South Carolina,1978,83872.0,994484,4.63,3044
South Dakota,1978,72806.0,205651,4.39,689
Tennessee,1978,163042.0,1762976,4.67,4486
Texas,1978,84175.0,8941144,3.71,13500
Utah,1978,12093.0,510695,3.42,1368
Virginia,1978,86397.0,1515163,4.94,5270
Vermont,1978,20504.0,134455,5.03,498
Washington,1978,1002202.0,1616207,3.48,3889
Wisconsin,1978,90777.0,1501615,4.14,4646
West Virginia,1978,27252.0,807745,3.57,1923
Wyoming,1978,12774.0,354800,3.22,433
Alaska,1979,10733.0,299774,3.58,403
Alabama,1979,190737.0,1648767,4.9,3866
Arkansas,1979,80773.0,872687,4.67,2271
Arizona,1979,83414.0,786479,6.18,2636
California,1979,559806.0,6727621,5.54,23257
Colorado,1979,33170.0,856031,4.94,2849
Connecticut,1979,29359.0,755692,6.7,3096
District of Columbia,1979,210.0,152431,6.72,650
Delaware,1979,8729.0,244675,5.89,595
Florida,1979,69419.0,2422499,6.59,9426
Georgia,1979,149144.0,1729590,5.45,5401
Hawaii,1979,1258.0,256604,6.12,953
Iowa,1979,18947.0,1038993,5.1,2916
Idaho,1979,113729.0,384011,4.88,933
Illinois,1979,64626.0,4049381,5.2,11397
Indiana,1979,51858.0,2585762,4.44,5501
Kansas,1979,7928.0,1132093,4.4,2351
Kentucky,1979,82531.0,1432637,5.06,3642
Louisiana,1979,44717.0,4044689,3.39,4138
Massachusetts,1979,74298.0,1308451,6.57,5738
Maryland,1979,66329.0,1219177,5.65,4191
Maine,1979,76896.0,363580,5.7,1123
Michigan,1979,73877.0,2923445,5.28,9266
Minnesota,1979,53947.0,1350455,5.07,4050
Missouri,1979,55940.0,1530220,5.48,4912
Mississippi,1979,37510.0,877571,5.43,2507
Montana,1979,119406.0,397177,4.33,787
North Carolina,1979,191639.0,1730521,5.99,5823
North Dakota,1979,28886.0,237989,5.45,653
Nebraska,1979,16832.0,545126,4.78,1567
New Hampshire,1979,33548.0,210760,7,909
New Jersey,1979,43101.0,2032650,6.4,7367
New Mexico,1979,9922.0,480612,5.51,1285
Nevada,1979,19804.0,296498,5.82,765
New York,1979,368358.0,3972800,6.2,17584
Ohio,1979,74657.0,4261990,4.86,10798
Oklahoma,1979,46806.0,1322376,4.92,2975
Oregon,1979,387287.0,977131,5.17,2588
Pennsylvania,1979,106837.0,4249658,4.86,11888
Rhode Island,1979,7124.0,201339,6.49,950
South Carolina,1979,91528.0,984487,5.74,3090
South Dakota,1979,67819.0,204965,5.86,688
Tennessee,1979,207250.0,1800371,5.68,4560
Texas,1979,89721.0,9307928,4.77,13888
Utah,1979,13634.0,526397,4.43,1420
Virginia,1979,95181.0,1568370,5.99,5308
Vermont,1979,22340.0,131782,6.62,505
Washington,1979,900631.0,1667783,4.34,4018
Wisconsin,1979,92876.0,1468965,5.25,4683
West Virginia,1979,33875.0,823762,4.34,1942
Wyoming,1979,13906.0,378316,4.27,454
Alaska,1980,8321.0,295745,5.04,405
Alabama,1980,238766.0,1644874,6.29,3900
Arkansas,1980,69996.0,859238,6.58,2289
Arizona,1980,120006.0,754491,8.38,2738
California,1980,591928.0,6540472,7.71,23801
Colorado,1980,28582.0,838088,6.48,2909
Connecticut,1980,43748.0,728226,8.95,3113
District of Columbia,1980,2849.0,153262,8.7,638
Delaware,1980,2472.0,242340,7.38,595
Florida,1980,90049.0,2511917,8.75,9840
Georgia,1980,144038.0,1717236,7.25,5486
Hawaii,1980,12808.0,262347,8.67,968
Iowa,1980,58556.0,983303,6.68,2914
Idaho,1980,113407.0,347655,6.64,948
Illinois,1980,92366.0,3768260,6.72,11435
Indiana,1980,56145.0,2400197,5.65,5491
Kansas,1980,9088.0,1022129,6,2369
Kentucky,1980,55822.0,1367982,6.73,3664
Louisiana,1980,64707.0,3908929,4.78,4223
Massachusetts,1980,72495.0,1246693,8.76,5746
Maryland,1980,45823.0,1156510,7.65,4228
Maine,1980,121124.0,381550,7.9,1127
Michigan,1980,103039.0,2824417,6.57,9256
Minnesota,1980,54794.0,1224226,6.9,4085
Missouri,1980,30880.0,1422627,7.19,4922
Mississippi,1980,38097.0,833876,7.26,2525
Montana,1980,114608.0,360216,6.03,789
North Carolina,1980,135910.0,1667382,7.92,5899
North Dakota,1980,28555.0,222373,7.33,654
Nebraska,1980,19778.0,507068,6.52,1572
New Hampshire,1980,32382.0,208260,9.28,924
New Jersey,1980,48383.0,2042226,8.4,7376
New Mexico,1980,6223.0,480615,7.11,1309
Nevada,1980,27403.0,291313,8.17,810
New York,1980,404671.0,3863274,8.03,17567
Ohio,1980,107374.0,3950811,6.23,10801
Oklahoma,1980,24855.0,1213993,6.49,3041
Oregon,1980,401129.0,945029,7.07,2641
Pennsylvania,1980,136826.0,3996299,6.37,11868
Rhode Island,1980,7287.0,185615,8.95,949
South Carolina,1980,71184.0,997901,7.17,3135
South Dakota,1980,63775.0,190687,7.74,691
Tennessee,1980,160372.0,1724916,7.25,4600
Texas,1980,65819.0,9385532,6.15,14338
Utah,1980,13025.0,504574,5.79,1473
Virginia,1980,85571.0,1530854,7.95,5368
Vermont,1980,22881.0,125793,8.97,513
Washington,1980,951633.0,1636821,5.89,4155
Wisconsin,1980,187312.0,1463981,6.72,4712
West Virginia,1980,23421.0,788175,5.55,1951
Wyoming,1980,14250.0,362253,5.86,474
Alaska,1981,9216.0,279661,6.38,418
Alabama,1981,213355.0,1604035,7.43,3919
Arkansas,1981,68190.0,821800,7.38,2293
Arizona,1981,92565.0,787920,9.33,2810
California,1981,502232.0,6332205,8.84,24286
Colorado,1981,28764.0,816311,7.86,2978
Connecticut,1981,42867.0,695795,11.16,3129
District of Columbia,1981,2311.0,149271,9.86,637
Delaware,1981,2006.0,195218,8.94,596
Florida,1981,83117.0,2482043,10.64,10193
Georgia,1981,122710.0,1694324,8.38,5568
Hawaii,1981,13571.0,236718,11.79,978
Iowa,1981,65235.0,968673,7.74,2908
Idaho,1981,115694.0,361884,7.56,962
Illinois,1981,103172.0,3547208,7.65,11443
Indiana,1981,59181.0,2359274,6.35,5480
Kansas,1981,8562.0,947309,7.08,2385
Kentucky,1981,55135.0,1297313,7.92,3670
Louisiana,1981,68263.0,3961906,5.93,4283
Massachusetts,1981,73163.0,1215717,10.48,5769
Maryland,1981,45372.0,1140938,8.76,4262
Maine,1981,129782.0,380501,9.08,1133
Michigan,1981,108231.0,2673062,7.55,9209
Minnesota,1981,56592.0,1176563,8.08,4112
Missouri,1981,30527.0,1364588,8.14,4932
Mississippi,1981,41070.0,817881,8.71,2539
Montana,1981,131005.0,337187,7.13,795
North Carolina,1981,108155.0,1629516,9.25,5957
North Dakota,1981,26037.0,236161,8.49,660
Nebraska,1981,17814.0,477613,7.71,1579
New Hampshire,1981,36067.0,200294,11.36,937
New Jersey,1981,54409.0,2026137,9.68,7407
