State,Year,production,consumption,price,population
New Mexico,1981,7850.0,472741,8.48,1333
Nevada,1981,21794.0,286208,9.3,848
New York,1981,413896.0,3673745,9.83,17568
Ohio,1981,112930.0,3848330,7.1,10788
Oklahoma,1981,23520.0,1248960,7.32,3096
Oregon,1981,428803.0,939039,7.82,2668
Pennsylvania,1981,147662.0,3809830,7.39,11859
Rhode Island,1981,6645.0,175209,10.66,953
South Carolina,1981,52168.0,1002177,8.38,3179
South Dakota,1981,58574.0,178760,8.85,690
Tennessee,1981,136647.0,1693019,8.41,4628
Texas,1981,70520.0,9147369,7.26,14746
Utah,1981,12388.0,478203,6.7,1515
Virginia,1981,79291.0,1514259,9.03,5444
Vermont,1981,24825.0,120672,10.46,516
Washington,1981,1074488.0,1762292,6.84,4236
Wisconsin,1981,196641.0,1421298,7.91,4726
West Virginia,1981,22022.0,769650,6.46,1954
Wyoming,1981,12117.0,352782,6.68,492
Alaska,1982,8745.0,409057,6,450
Alabama,1982,265453.0,1499050,7.91,3925
Arkansas,1982,77582.0,792462,7.81,2294
Arizona,1982,94926.0,746494,9.89,2890
California,1982,698981.0,6076050,9.3,24820
Colorado,1982,31887.0,833092,8.39,3062
Connecticut,1982,41444.0,696739,11.18,3139
District of Columbia,1982,3654.0,163811,10.18,634
Delaware,1982,3170.0,186552,9.13,599
Florida,1982,104674.0,2402137,10.73,10471
Georgia,1982,143870.0,1679709,8.69,5650
Hawaii,1982,13379.0,218095,12.3,994
Iowa,1982,66306.0,969163,8.06,2888
Idaho,1982,137242.0,350310,7.89,974
Illinois,1982,117555.0,3394044,8.21,11423
Indiana,1982,58101.0,2177454,6.86,5468
Kansas,1982,11049.0,944960,7.45,2401
Kentucky,1982,69360.0,1262083,8.28,3683
Louisiana,1982,69667.0,3637354,6.64,4353
Massachusetts,1982,66640.0,1234902,10.14,5771
Maryland,1982,51598.0,1102129,9.04,4283
Maine,1982,126910.0,426436,8.18,1137
Michigan,1982,107422.0,2525049,7.92,9115
Minnesota,1982,58930.0,1187287,8.46,4131
Missouri,1982,43880.0,1361929,8.51,4929
Mississippi,1982,44643.0,814290,8.84,2557
Montana,1982,126659.0,316999,7.42,804
North Carolina,1982,143303.0,1592073,9.55,6019
North Dakota,1982,30380.0,234682,8.35,669
Nebraska,1982,19000.0,492029,7.62,1582
New Hampshire,1982,33759.0,201336,10.71,948
New Jersey,1982,49211.0,2064991,9.67,7431
New Mexico,1982,8425.0,465226,9.01,1364
Nevada,1982,18709.0,290160,9.52,882
New York,1982,397442.0,3529658,10.11,17590
Ohio,1982,115117.0,3507765,7.8,10757
Oklahoma,1982,36159.0,1318075,7.66,3206
Oregon,1982,561110.0,905941,8.16,2665
Pennsylvania,1982,149605.0,3363346,8.28,11845
Rhode Island,1982,6053.0,174887,10.29,954
South Carolina,1982,69144.0,973134,8.87,3208
South Dakota,1982,60267.0,191238,8.65,691
Tennessee,1982,184404.0,1611851,8.83,4646
Texas,1982,80452.0,8471165,7.66,15331
Utah,1982,16757.0,467638,7.29,1558
Virginia,1982,93492.0,1501050,9.19,5493
Vermont,1982,22667.0,115117,10.53,519
Washington,1982,1008273.0,1667861,7.46,4277
Wisconsin,1982,195431.0,1404352,8.34,4729
West Virginia,1982,25803.0,713139,6.96,1950
Wyoming,1982,12241.0,363372,6.61,506
Alaska,1983,9591.0,437627,5.98,488
Alabama,1983,281940.0,1445946,7.9,3934
Arkansas,1983,95310.0,796587,7.76,2306
Arizona,1983,175993.0,758000,9.52,2969
California,1983,807128.0,6092316,8.85,25360
Colorado,1983,35478.0,831430,8.21,3134
Connecticut,1983,48187.0,688418,11.24,3162
District of Columbia,1983,2563.0,162575,10.91,632
Delaware,1983,2224.0,197917,9.09,605
Florida,1983,91705.0,2457345,10.25,10750
Georgia,1983,151109.0,1749228,8.21,5728
Hawaii,1983,14920.0,221150,11.43,1013
Iowa,1983,72311.0,953081,8.25,2871
Idaho,1983,152250.0,345649,7.77,982
Illinois,1983,145584.0,3472747,8.5,11409
Indiana,1983,63692.0,2197757,6.84,5450
Kansas,1983,11519.0,917190,7.88,2416
Kentucky,1983,64980.0,1276623,8.04,3694
Louisiana,1983,74654.0,3431465,6.49,4395
Massachusetts,1983,78595.0,1231961,10.27,5799
Maryland,1983,52084.0,1120386,8.92,4313
Maine,1983,140252.0,391587,8.67,1145
Michigan,1983,117776.0,2521430,8.15,9048
Minnesota,1983,62650.0,1190390,8.51,4141
Missouri,1983,44037.0,1364968,8.59,4944
Mississippi,1983,45071.0,819939,8.14,2568
Montana,1983,135686.0,323449,7.21,814
North Carolina,1983,149635.0,1668995,9.14,6077
North Dakota,1983,29454.0,230477,8.25,677
Nebraska,1983,20038.0,502801,7.97,1584
New Hampshire,1983,38209.0,204533,10.54,958
New Jersey,1983,60308.0,2087571,9.43,7468
New Mexico,1983,9739.0,472744,8.29,1394
Nevada,1983,47192.0,300667,8.95,902
New York,1983,435889.0,3353921,10.65,17687
Ohio,1983,131121.0,3444507,8.23,10738
Oklahoma,1983,39240.0,1316946,7.61,3290
Oregon,1983,574196.0,868020,8.02,2653
Pennsylvania,1983,167142.0,3377212,8.25,11838
Rhode Island,1983,7401.0,180973,10.3,956
South Carolina,1983,75398.0,1006503,8.58,3234
South Dakota,1983,61572.0,185488,8.69,693
Tennessee,1983,190439.0,1660254,8.21,4660
Texas,1983,75817.0,8406461,7.59,15752
Utah,1983,21168.0,491810,6.95,1595
Virginia,1983,95860.0,1559137,8.9,5565
Vermont,1983,26554.0,123272,10.26,523
Washington,1983,1005126.0,1624957,7.45,4300
Wisconsin,1983,217656.0,1419852,8.36,4721
West Virginia,1983,23389.0,681588,7.2,1945
Wyoming,1983,15778.0,329172,6.55,510
Alaska,1984,11152.0,482889,6.11,514
Alabama,1984,287856.0,1544598,7.79,3952
Arkansas,1984,91421.0,799005,7.83,2320
Arizona,1984,188831.0,802626,9.54,3067
California,1984,693614.0,6533180,8.75,25844
Colorado,1984,39290.0,867717,8.05,3170
Connecticut,1984,41070.0,715073,11,3180
District of Columbia,1984,3226.0,167024,11.09,633
Delaware,1984,2927.0,220487,8.78,612
Florida,1984,108740.0,2551259,10.52,11040
Georgia,1984,159451.0,1875179,8.31,5835
Hawaii,1984,15372.0,232426,11.01,1028
Iowa,1984,77577.0,936823,8.06,2859
Idaho,1984,156347.0,346809,7.93,991
Illinois,1984,145656.0,3502000,8.15,11412
Indiana,1984,60540.0,2271002,6.8,5458
Kansas,1984,14177.0,1016638,7.58,2424
Kentucky,1984,74709.0,1375310,7.81,3695
Louisiana,1984,78627.0,3575817,6.44,4400
Massachusetts,1984,65032.0,1292240,10.17,5841
Maryland,1984,60086.0,1192374,8.57,4365
Maine,1984,139329.0,418276,8.57,1156
Michigan,1984,110270.0,2597220,8.22,9049
Minnesota,1984,66000.0,1251746,8.41,4158
Missouri,1984,47028.0,1382791,8.28,4975
Mississippi,1984,50468.0,858698,7.85,2578
Montana,1984,130528.0,359490,7.47,821
North Carolina,1984,159880.0,1800225,9.2,6164
North Dakota,1984,30082.0,259557,7.45,680
Nebraska,1984,21233.0,506451,7.89,1589
New Hampshire,1984,35004.0,224289,10.14,977
New Jersey,1984,48816.0,2184942,9.31,7515
New Mexico,1984,10332.0,474648,8.63,1417
Nevada,1984,63057.0,300567,8.71,925
New York,1984,409565.0,3403950,10.31,17746
Ohio,1984,128096.0,3646301,8.06,10738
Oklahoma,1984,39702.0,1322507,7.49,3286
Oregon,1984,590527.0,936508,8.08,2667
Pennsylvania,1984,152019.0,3604664,8.04,11815
Rhode Island,1984,4946.0,192232,9.91,962
South Carolina,1984,80275.0,1069330,8.59,3272
South Dakota,1984,63771.0,188704,8.65,697
Tennessee,1984,203804.0,1737534,8.01,4687
Texas,1984,87064.0,8946242,7.54,16007
Utah,1984,21624.0,504008,7.09,1622
Virginia,1984,102908.0,1636831,8.59,5644
Vermont,1984,26036.0,132836,10.07,527
Washington,1984,982001.0,1724697,7.47,4344
Wisconsin,1984,215468.0,1487633,8.44,4736
West Virginia,1984,25619.0,717840,6.72,1928
Wyoming,1984,17197.0,351234,6.79,505
Alaska,1985,11783.0,474429,5.94,532
Alabama,1985,247353.0,1519675,7.68,3973
Arkansas,1985,109186.0,789513,8.04,2327
Arizona,1985,171680.0,843102,10.03,3184
California,1985,593488.0,6601489,8.9,26441
Colorado,1985,41761.0,869749,8.23,3209
Connecticut,1985,40282.0,723070,11.01,3201
District of Columbia,1985,3327.0,165934,11.56,635
Delaware,1985,3019.0,214953,9.14,618
Florida,1985,110698.0,2698976,10.74,11351
Georgia,1985,146207.0,1931023,8.36,5963
Hawaii,1985,15307.0,248554,10.22,1040
Iowa,1985,78655.0,897903,8.04,2830
Idaho,1985,132508.0,354814,8.03,994
Illinois,1985,150398.0,3434273,8.48,11400
Indiana,1985,69980.0,2301292,6.92,5459
Kansas,1985,14756.0,1011726,7.31,2427
Kentucky,1985,69540.0,1329732,7.94,3695
Louisiana,1985,78537.0,3340207,6.54,4408
Massachusetts,1985,65453.0,1313664,9.93,5881
Maryland,1985,55147.0,1160048,9.02,4413
Maine,1985,136042.0,423461,8.85,1163
Michigan,1985,110639.0,2634458,8.46,9076
Minnesota,1985,66473.0,1258254,8.39,4184
Missouri,1985,62419.0,1405803,8.31,5000
Mississippi,1985,50892.0,837167,8.14,2588
Montana,1985,120930.0,370198,7.39,822
North Carolina,1985,136770.0,1797051,9.35,6254
North Dakota,1985,28393.0,300438,6.25,677
Nebraska,1985,23754.0,499912,8.02,1585
New Hampshire,1985,33807.0,233475,10.31,997
New Jersey,1985,49683.0,2137379,9.62,7566
New Mexico,1985,10998.0,466444,9.32,1438
Nevada,1985,49982.0,302688,8.93,951
New York,1985,415540.0,3508528,10.25,17792
Ohio,1985,130618.0,3622387,8.25,10735
Oklahoma,1985,57000.0,1297798,7.75,3271
Oregon,1985,529624.0,913873,8.27,2673
Pennsylvania,1985,148238.0,3434064,8.4,11771
Rhode Island,1985,5081.0,204275,9.56,969
South Carolina,1985,66594.0,1076310,8.77,3303
South Dakota,1985,59844.0,194819,8.55,698
Tennessee,1985,167033.0,1711499,8.08,4715
Texas,1985,93532.0,9011817,7.12,16273
Utah,1985,18680.0,500434,7.25,1643
Virginia,1985,99955.0,1670500,8.67,5715
Vermont,1985,26890.0,134538,10.11,530
Washington,1985,917722.0,1724684,7.37,4400
Wisconsin,1985,217765.0,1501131,8.41,4748
West Virginia,1985,25050.0,665396,7.3,1907
Wyoming,1985,14997.0,357215,6.79,500
Alaska,1986,10706.0,504252,4.97,544
Alabama,1986,213815.0,1504733,7.07,3992
Arkansas,1986,91234.0,759564,7.51,2332
Arizona,1986,175103.0,852973,9.13,3308
California,1986,666981.0,6501121,7.78,27102
Colorado,1986,43869.0,859444,7.26,3237
Connecticut,1986,35510.0,739744,9.52,3224
District of Columbia,1986,3047.0,174696,10.29,638
Delaware,1986,2765.0,217072,7.7,628
Florida,1986,116356.0,2781956,9.2,11668
Georgia,1986,141713.0,1953662,7.38,6085
Hawaii,1986,17315.0,245329,8.46,1052
Iowa,1986,107397.0,901984,7.27,2792
Idaho,1986,146627.0,342134,6.96,990
Illinois,1986,160460.0,3416921,7.81,11387
Indiana,1986,72081.0,2262531,6.3,5454
Kansas,1986,21920.0,974201,7.12,2433
Kentucky,1986,63267.0,1304571,7.21,3688
Louisiana,1986,99811.0,3500802,5.04,4407
Massachusetts,1986,69642.0,1383264,8.26,5903
Maryland,1986,54645.0,1182435,8.14,4487
Maine,1986,122771.0,444354,7.07,1170
Michigan,1986,113125.0,2651892,7.52,9128
Minnesota,1986,63838.0,1245900,7.28,4205
Missouri,1986,49316.0,1407765,7.42,5023
Mississippi,1986,49196.0,846367,7.26,2594
Montana,1986,133914.0,352552,6.57,814
North Carolina,1986,114112.0,1879993,8.3,6322
North Dakota,1986,30017.0,303900,5.12,670
Nebraska,1986,25882.0,482525,7.17,1574
New Hampshire,1986,38742.0,252309,8.55,1025
New Jersey,1986,41534.0,2200878,8.26,7622
New Mexico,1986,11713.0,454881,8.17,1463
Nevada,1986,52098.0,303314,7.77,981
New York,1986,429134.0,3554662,8.98,17833
Ohio,1986,117706.0,3591701,7.36,10730
Oklahoma,1986,45180.0,1203182,7,3253
Oregon,1986,532746.0,895457,7.03,2684
Pennsylvania,1986,117214.0,3378296,7.63,11783
Rhode Island,1986,4653.0,206204,8.38,977
South Carolina,1986,89782.0,1142219,7.78,3343
South Dakota,1986,64005.0,195032,7.2,696
Tennessee,1986,156686.0,1700016,7.52,4739
Texas,1986,110360.0,9007599,5.74,16561
Utah,1986,22999.0,470786,7,1663
Virginia,1986,83623.0,1756943,7.44,5812
Vermont,1986,23871.0,128263,8.86,534
Washington,1986,943292.0,1758552,6.2,4453
Wisconsin,1986,161718.0,1425549,7.6,4756
West Virginia,1986,31416.0,668346,6.17,1882
Wyoming,1986,16232.0,335938,6.17,496
Alaska,1987,12000.0,499211,5.06,539
Alabama,1987,229572.0,1582639,7.04,4015
Arkansas,1987,86688.0,736170,7.99,2342
Arizona,1987,123114.0,865824,9.76,3437
California,1987,522673.0,6938475,7.67,27777
Colorado,1987,32368.0,866162,7.4,3260
Connecticut,1987,30809.0,763522,9.49,3247
District of Columbia,1987,2226.0,174233,10.09,637
Delaware,1987,2162.0,227480,7.53,637
Florida,1987,107606.0,2870556,9.25,11997
Georgia,1987,146038.0,2049053,7.51,6208
Hawaii,1987,18834.0,249461,8.65,1068
Iowa,1987,118754.0,906929,7.04,2767
Idaho,1987,101722.0,345498,7.26,985
Illinois,1987,171863.0,3472023,7.99,11391
Indiana,1987,76608.0,2380691,6.1,5473
Kansas,1987,21370.0,1015692,7.06,2445
Kentucky,1987,60441.0,1341279,7.29,3683
Louisiana,1987,100062.0,3564236,5.23,4344
Massachusetts,1987,60278.0,1404906,8.57,5935
Maryland,1987,47753.0,1249115,7.96,4566
Maine,1987,116377.0,433183,7.6,1185
Michigan,1987,112079.0,2639558,7.63,9187
Minnesota,1987,58913.0,1251390,7.28,4235
Missouri,1987,40796.0,1430886,7.76,5057
Mississippi,1987,45439.0,868802,7.42,2589
Montana,1987,111156.0,329241,6.8,805
North Carolina,1987,134887.0,1966269,8.55,6404
North Dakota,1987,26159.0,302940,5.08,661
Nebraska,1987,23743.0,495732,7.19,1567
New Hampshire,1987,34985.0,273261,8.74,1054
New Jersey,1987,38592.0,2276016,8.04,7671
New Mexico,1987,8882.0,485504,8.19,1479
Nevada,1987,28499.0,330578,7.41,1023
New York,1987,400041.0,3658508,8.89,17869
Ohio,1987,122283.0,3708183,7.37,10760
Oklahoma,1987,45998.0,1256837,6.68,3210
Oregon,1987,477093.0,940455,7.13,2701
Pennsylvania,1987,108025.0,3551982,7.44,11811
Rhode Island,1987,3302.0,215862,8.52,990
South Carolina,1987,95655.0,1178512,8.05,3381
South Dakota,1987,59702.0,195204,7.36,696
Tennessee,1987,175575.0,1712673,7.67,4783
Texas,1987,116905.0,9240071,5.77,16622
Utah,1987,14262.0,462389,7.41,1678
Virginia,1987,85820.0,1847217,7.62,5932
Vermont,1987,23132.0,137510,9.14,540
Washington,1987,850801.0,1810437,6.23,4532
Wisconsin,1987,152842.0,1404088,7.56,4778
West Virginia,1987,28499.0,681320,6.21,1858
Wyoming,1987,11117.0,363821,6.1,477
Alaska,1988,12759.0,521398,5.46,542
Alabama,1988,213088.0,1651726,6.84,4024
Arkansas,1988,92546.0,817720,7.46,2343
Arizona,1988,98749.0,906415,9.73,3535
California,1988,512100.0,7143783,7.87,28464
Colorado,1988,32338.0,899364,7.19,3262
Connecticut,1988,34409.0,795471,9.83,3272
District of Columbia,1988,2378.0,174976,10.31,630
Delaware,1988,2310.0,234133,7.96,648
Florida,1988,113802.0,3042056,9.16,12306
Georgia,1988,138695.0,2138263,7.51,6316
Hawaii,1988,20427.0,289691,7.83,1080
Iowa,1988,122555.0,978710,6.89,2768
Idaho,1988,87512.0,365706,7.14,986
Illinois,1988,180027.0,3702319,7.63,11390
Indiana,1988,80322.0,2484357,6.08,5492
Kansas,1988,22757.0,1069693,6.86,2462
Kentucky,1988,56441.0,1419083,7.25,3680
Louisiana,1988,103943.0,3601826,5.16,4289
Massachusetts,1988,61835.0,1427362,8.72,5980
Maryland,1988,46241.0,1288359,8.02,4658
Maine,1988,118029.0,484767,7.37,1204
Michigan,1988,118354.0,2812015,7.48,9218
Minnesota,1988,60210.0,1355217,7.36,4296
Missouri,1988,43057.0,1500220,7.72,5082
Mississippi,1988,47412.0,917601,7.37,2580
Montana,1988,103886.0,341806,6.9,800
North Carolina,1988,115314.0,2044646,8.43,6481
North Dakota,1988,25131.0,306556,5.25,655
Nebraska,1988,21759.0,535116,6.96,1571
New Hampshire,1988,36549.0,273541,9.24,1083
New Jersey,1988,41856.0,2293960,8.17,7712
New Mexico,1988,8485.0,510363,7.95,1490
Nevada,1988,23919.0,353306,7.73,1075
New York,1988,365628.0,3748830,8.86,17941
Ohio,1988,127664.0,3844211,7.26,10799
Oklahoma,1988,37117.0,1291311,6.53,3167
Oregon,1988,470568.0,991005,7.11,2741
Pennsylvania,1988,108182.0,3713946,7.29,11846
Rhode Island,1988,3528.0,223279,8.44,996
South Carolina,1988,82436.0,1235317,7.86,3412
South Dakota,1988,59484.0,205416,7.35,698
Tennessee,1988,149034.0,1777007,7.73,4822
Texas,1988,108936.0,9811771,5.58,16667
Utah,1988,11778.0,526305,6.83,1689
Virginia,1988,78435.0,1921950,7.58,6037
Vermont,1988,21704.0,144630,9.19,550
Washington,1988,835492.0,1947741,6.26,4640
Wisconsin,1988,157160.0,1510126,7.4,4822
West Virginia,1988,29016.0,726601,5.94,1830
Wyoming,1988,11398.0,370702,6.15,465
Alaska,1989,18342.0,576192,6.12,547
Alabama,1989,302389.0,1683173,6.99,4030
Arkansas,1989,119759.0,882855,7.15,2346
Arizona,1989,101498.0,943115,10.36,3622
California,1989,738931.0,7420340,8.29,29218
Colorado,1989,30277.0,915128,7.63,3276
Connecticut,1989,36042.0,811311,10.4,3283
District of Columbia,1989,2511.0,180533,10.47,624
Delaware,1989,2516.0,241618,8.41,658
Florida,1989,232261.0,3248530,9.31,12638
Georgia,1989,218301.0,2219567,7.59,6411
Hawaii,1989,28875.0,309767,8.48,1095
Iowa,1989,91329.0,940800,7.17,2771
Idaho,1989,124650.0,399732,6.96,994
Illinois,1989,149116.0,3619229,8.03,11410
Indiana,1989,69238.0,2517053,6.33,5524
Kansas,1989,18659.0,1042967,7.33,2473
Kentucky,1989,73036.0,1509038,7.4,3677
Louisiana,1989,129286.0,3759315,5.14,4253
Massachusetts,1989,66833.0,1459706,9.36,6015
Maryland,1989,55480.0,1320439,8.6,4727
Maine,1989,154425.0,478996,7.07,1220
Michigan,1989,111822.0,2845535,7.72,9253
Minnesota,1989,63542.0,1392696,7.51,4338
Missouri,1989,36263.0,1511766,8.13,5096
Mississippi,1989,76403.0,959292,7.38,2574
Montana,1989,110933.0,351807,7.17,800
North Carolina,1989,167662.0,2064537,8.87,6565
North Dakota,1989,25388.0,319110,5.33,646
Nebraska,1989,20344.0,533925,7.63,1575
New Hampshire,1989,40566.0,272775,9.9,1105
New Jersey,1989,34880.0,2354788,8.67,7726
New Mexico,1989,9275.0,535009,8.57,1504
Nevada,1989,30236.0,389011,8.18,1137
New York,1989,379021.0,3771097,9.59,17983
Ohio,1989,106705.0,3953736,7.65,10829
Oklahoma,1989,50344.0,1325070,6.65,3150
Oregon,1989,481678.0,999506,7.5,2791
Pennsylvania,1989,98078.0,3738812,7.75,11866
Rhode Island,1989,3806.0,216864,9.34,1001
South Carolina,1989,97057.0,1243836,8.07,3457
South Dakota,1989,52343.0,214315,8.03,697
Tennessee,1989,205580.0,1829468,7.96,4854
Texas,1989,125459.0,10093725,5.65,16807
Utah,1989,11676.0,537620,6.84,1706
Virginia,1989,96553.0,1965088,8.04,6120
Vermont,1989,20018.0,142529,9.91,558
Washington,1989,855589.0,2013008,6.54,4746
Wisconsin,1989,123657.0,1516590,7.49,4857
West Virginia,1989,25599.0,748561,6.21,1807
Wyoming,1989,10449.0,382037,6.53,458
Alaska,1990,18357.0,584082,6.88,553
Alabama,1990,251667.0,1659374,7.56,4050
Arkansas,1990,109997.0,849198,8.2,2357
Arizona,1990,94753.0,950195,11.23,3684
California,1990,669341.0,7439360,9.04,29960
Colorado,1990,26402.0,944300,8.15,3308
Connecticut,1990,34712.0,775896,11.45,3292
District of Columbia,1990,1283.0,185266,11.13,605
Delaware,1990,1653.0,251796,8.75,670
Florida,1990,198986.0,3289151,10.2,13033
Georgia,1990,235499.0,2216211,8.32,6513
Hawaii,1990,27937.0,321420,9.92,1113
Iowa,1990,88502.0,949263,7.66,2781
Idaho,1990,119510.0,409001,7.46,1012
Illinois,1990,116949.0,3612494,8.73,11453
Indiana,1990,60100.0,2488999,6.74,5558
Kansas,1990,14891.0,1074411,7.65,2481
Kentucky,1990,50476.0,1489868,7.87,3694
Louisiana,1990,125199.0,3704139,5.9,4222
Massachusetts,1990,65263.0,1418231,10.4,6023
Maryland,1990,50546.0,1277680,9.44,4800
Maine,1990,151630.0,430659,8.09,1232
Michigan,1990,97986.0,2866603,8.08,9311
Minnesota,1990,59880.0,1409665,8.06,4390
Missouri,1990,40959.0,1506669,8.95,5129
Mississippi,1990,84868.0,1019810,7.85,2579
Montana,1990,123487.0,350591,7.72,800
North Carolina,1990,168721.0,2064098,9.66,6664
North Dakota,1990,22169.0,312939,5.85,638
Nebraska,1990,18296.0,533802,8.41,1582
New Hampshire,1990,46824.0,267260,10.82,1112
New Jersey,1990,26142.0,2262861,9.43,7763
New Mexico,1990,8336.0,597445,9.36,1522
Nevada,1990,29668.0,410370,8.97,1221
New York,1990,390951.0,3768938,10.5,18021
Ohio,1990,74714.0,3822978,8.27,10864
Oklahoma,1990,49914.0,1393309,7.38,3149
Oregon,1990,487410.0,993039,8.08,2860
Pennsylvania,1990,91855.0,3647112,8.56,11903
Rhode Island,1990,4499.0,214939,10.48,1006
South Carolina,1990,106105.0,1269960,8.58,3501
South Dakota,1990,44413.0,220217,8.69,697
Tennessee,1990,165785.0,1804944,8.52,4894
Texas,1990,115294.0,10091766,6.51,17057
Utah,1990,10774.0,538104,7.18,1731
Virginia,1990,104855.0,1969215,8.61,6217
Vermont,1990,19484.0,127389,11.24,565
Washington,1990,1004344.0,2078810,7.03,4903
Wisconsin,1990,102565.0,1485607,8.01,4905
West Virginia,1990,18512.0,701782,6.81,1793
Wyoming,1990,9451.0,399316,6.53,454
Alaska,1991,17357.0,602660,6.31,570
Alabama,1991,255590.0,1675029,7.49,4099
Arkansas,1991,109823.0,837103,8.33,2383
Arizona,1991,88775.0,955235,10.94,3789
California,1991,653530.0,7326367,9.14,30471
Colorado,1991,31891.0,994850,7.98,3387
Connecticut,1991,34896.0,776710,11.6,3303
District of Columbia,1991,1345.0,191358,11.13,601
Delaware,1991,1734.0,255250,8.94,683
Florida,1991,212955.0,3249677,10.23,13370
Georgia,1991,226913.0,2205008,8.23,6653
Hawaii,1991,27516.0,295150,9.81,1137
Iowa,1991,91919.0,985355,7.46,2798
Idaho,1991,116020.0,417097,7.36,1041
Illinois,1991,126106.0,3678496,8.64,11569
Indiana,1991,60995.0,2471077,6.77,5616
Kansas,1991,15626.0,1070458,7.42,2499
Kentucky,1991,56629.0,1515784,7.71,3722
Louisiana,1991,127508.0,3708377,5.58,4253
Massachusetts,1991,66583.0,1376472,10.67,6018
Maryland,1991,41675.0,1274478,9.69,4868
Maine,1991,157261.0,435294,7.96,1237
Michigan,1991,105361.0,2800618,8.15,9400
Minnesota,1991,63243.0,1434833,7.9,4441
Missouri,1991,30538.0,1540305,8.79,5171
Mississippi,1991,89510.0,1042158,7.5,2599
Montana,1991,142368.0,355349,7.47,810
North Carolina,1991,137282.0,2053070,9.81,6784
North Dakota,1991,23205.0,322894,5.84,636
Nebraska,1991,17612.0,542836,8.18,1596
New Hampshire,1991,40894.0,253893,10.76,1110
New Jersey,1991,35992.0,2290893,9.35,7815
New Mexico,1991,9139.0,590778,8.9,1555
Nevada,1991,38962.0,421561,8.75,1296
New York,1991,379053.0,3703137,10.75,18123
Ohio,1991,80207.0,3821363,8.42,10946
Oklahoma,1991,41216.0,1321377,7.26,3175
Oregon,1991,484638.0,1026228,7.87,2929
Pennsylvania,1991,90246.0,3584645,8.89,11982
Rhode Island,1991,4585.0,220203,10.39,1011
South Carolina,1991,107666.0,1294733,8.46,3570
South Dakota,1991,43560.0,216736,8.41,704
Tennessee,1991,180359.0,1803881,8.28,4967
Texas,1991,120330.0,10094638,6.35,17398
Utah,1991,12553.0,568042,6.97,1780
Virginia,1991,106699.0,1975083,8.53,6301
Vermont,1991,17310.0,133727,10.87,569
Washington,1991,1007480.0,2072434,7.11,5026
Wisconsin,1991,108259.0,1527216,7.89,4964
West Virginia,1991,16399.0,671304,7.09,1799
Wyoming,1991,10494.0,388124,6.26,459
Alaska,1992,18300.0,627237,6.23,589
Alabama,1992,255014.0,1742421,7.24,4154
Arkansas,1992,112587.0,865939,8.12,2416
Arizona,1992,87529.0,985332,11.46,3916
California,1992,642311.0,7307663,9.63,30975
Colorado,1992,27778.0,995693,8.07,3496
Connecticut,1992,38926.0,810197,11.4,3301
District of Columbia,1992,1412.0,191482,11.41,598
Delaware,1992,1784.0,261314,8.41,695
Florida,1992,230779.0,3316472,9.9,13651
Georgia,1992,234484.0,2250675,8.12,6817
Hawaii,1992,26800.0,306030,9.62,1159
Iowa,1992,100239.0,976971,7.6,2818
Idaho,1992,95133.0,422133,7.52,1072
Illinois,1992,134421.0,3650581,8.51,11694
Indiana,1992,61853.0,2459877,6.64,5675
Kansas,1992,15374.0,1057384,7.62,2532
Kentucky,1992,57999.0,1582211,7.42,3765
Louisiana,1992,130798.0,3817827,5.2,4293
Massachusetts,1992,68433.0,1443842,10.29,6029
Maryland,1992,46672.0,1264902,9.89,4923
Maine,1992,159035.0,449327,7.8,1239
Michigan,1992,108477.0,2850077,7.97,9479
Minnesota,1992,69504.0,1442310,7.83,4496
Missouri,1992,34756.0,1532026,8.56,5217
Mississippi,1992,90830.0,1067309,7.37,2624
Montana,1992,95906.0,349443,7.75,826
North Carolina,1992,159698.0,2146014,9.51,6897
North Dakota,1992,22246.0,329126,5.49,638
Nebraska,1992,19619.0,531594,8.17,1612
New Hampshire,1992,42211.0,261635,10.81,1118
New Jersey,1992,38622.0,2372209,8.94,7881
New Mexico,1992,9255.0,587579,8.75,1595
Nevada,1992,36828.0,436191,8.99,1351
New York,1992,395109.0,3788666,10.7,18247
Ohio,1992,76310.0,3864860,8.25,11029
Oklahoma,1992,53293.0,1337475,7.16,3221
Oregon,1992,374214.0,1019290,8.01,2992
Pennsylvania,1992,107587.0,3684806,8.6,12049
Rhode Island,1992,4840.0,246532,9.24,1013
South Carolina,1992,110649.0,1311056,8.23,3620
South Dakota,1992,41061.0,219688,8.34,713
Tennessee,1992,170092.0,1849080,8.16,5050
Texas,1992,133852.0,10253144,6.27,17760
Utah,1992,12378.0,554346,7.17,1837
Virginia,1992,110242.0,2000648,8.61,6414
Vermont,1992,16014.0,139627,10.65,573
Washington,1992,803146.0,2105928,6.59,5161
Wisconsin,1992,108919.0,1524772,7.85,5025
West Virginia,1992,18470.0,684688,7.12,1806
Wyoming,1992,8786.0,421423,5.97,466
Alaska,1993,20551.0,623613,6.45,599
Alabama,1993,268147.0,1789235,7.36,4214
Arkansas,1993,133646.0,939962,8.11,2456
Arizona,1993,86666.0,1000843,11.73,4065
California,1993,820803.0,7138330,9.58,31275
Colorado,1993,31618.0,1062928,7.97,3614
Connecticut,1993,39111.0,795996,11.58,3309
District of Columbia,1993,1946.0,198476,11.91,595
Delaware,1993,2492.0,266225,8.41,706
